idx,categoria,Día,fecha,Prediccion_SARIMAX,Test_Real,pred_redondeo_abajo,pred_redondeo_arriba,pred_redondeo_cercano
30,food_drink,14,2018-08-22,0.7133083367683863,1.0,0.0,1.0,1.0
30,food_drink,15,2018-08-23,0.7133083367683863,4.0,0.0,1.0,1.0
31,furniture_bedroom,1,2018-08-11,0.46908808629438514,0.0,0.0,1.0,0.0
31,furniture_bedroom,2,2018-08-12,0.4785023599040664,0.0,0.0,1.0,0.0
31,furniture_bedroom,3,2018-08-13,0.4825224711534932,2.0,0.0,1.0,0.0
31,furniture_bedroom,4,2018-08-14,0.48020165883858923,0.0,0.0,1.0,0.0
31,furniture_bedroom,5,2018-08-15,0.6668610691962853,0.0,0.0,1.0,1.0
31,furniture_bedroom,6,2018-08-16,0.47745372365731376,1.0,0.0,1.0,0.0
31,furniture_bedroom,7,2018-08-17,0.5768810924047757,1.0,0.0,1.0,1.0
31,furniture_bedroom,8,2018-08-18,0.5278047483742746,1.0,0.0,1.0,1.0
31,furniture_bedroom,9,2018-08-19,0.5287330288631344,0.0,0.0,1.0,1.0
31,furniture_bedroom,10,2018-08-20,0.5296613093519943,1.0,0.0,1.0,1.0
31,furniture_bedroom,11,2018-08-21,0.5305895898408541,0.0,0.0,1.0,1.0
31,furniture_bedroom,12,2018-08-22,0.531517870329714,0.0,0.0,1.0,1.0
31,furniture_bedroom,13,2018-08-23,0.5324461508185738,0.0,0.0,1.0,1.0
31,furniture_bedroom,14,2018-08-24,0.5333744313074337,0.0,0.0,1.0,1.0
31,furniture_bedroom,15,2018-08-25,0.5343027117962935,1.0,0.0,1.0,1.0
32,furniture_decor,1,2018-08-14,21.1323470960867,27.0,21.0,22.0,21.0
32,furniture_decor,2,2018-08-15,19.02706484521753,14.0,19.0,20.0,19.0
32,furniture_decor,3,2018-08-16,18.724459831693174,38.0,18.0,19.0,19.0
32,furniture_decor,4,2018-08-17,18.002940538192107,17.0,18.0,19.0,18.0
32,furniture_decor,5,2018-08-18,14.994506668976788,12.0,14.0,15.0,15.0
32,furniture_decor,6,2018-08-19,16.15652769333852,12.0,16.0,17.0,16.0
32,furniture_decor,7,2018-08-20,18.468810210158495,20.0,18.0,19.0,18.0
32,furniture_decor,8,2018-08-21,18.77929831602452,16.0,18.0,19.0,19.0
32,furniture_decor,9,2018-08-22,18.293615708962214,9.0,18.0,19.0,18.0
32,furniture_decor,10,2018-08-23,17.98741168859259,6.0,17.0,18.0,18.0
32,furniture_decor,11,2018-08-24,17.60869173572325,5.0,17.0,18.0,18.0
32,furniture_decor,12,2018-08-25,14.887988760377914,2.0,14.0,15.0,15.0
32,furniture_decor,13,2018-08-26,16.072230783635643,5.0,16.0,17.0,16.0
32,furniture_decor,14,2018-08-27,18.29244962833691,0.0,18.0,19.0,18.0
32,furniture_decor,15,2018-08-28,18.62147767318534,2.0,18.0,19.0,19.0
33,furniture_living_room,1,2018-08-10,1.995422026923491,1.0,1.0,2.0,2.0
33,furniture_living_room,2,2018-08-11,1.995422026923491,2.0,1.0,2.0,2.0
33,furniture_living_room,3,2018-08-12,1.995422026923491,0.0,1.0,2.0,2.0
33,furniture_living_room,4,2018-08-13,1.995422026923491,0.0,1.0,2.0,2.0
33,furniture_living_room,5,2018-08-14,1.995422026923491,2.0,1.0,2.0,2.0
33,furniture_living_room,6,2018-08-15,1.995422026923491,2.0,1.0,2.0,2.0
33,furniture_living_room,7,2018-08-16,1.995422026923491,1.0,1.0,2.0,2.0
33,furniture_living_room,8,2018-08-17,1.995422026923491,0.0,1.0,2.0,2.0
33,furniture_living_room,9,2018-08-18,1.995422026923491,1.0,1.0,2.0,2.0
33,furniture_living_room,10,2018-08-19,1.995422026923491,3.0,1.0,2.0,2.0
33,furniture_living_room,11,2018-08-20,1.995422026923491,3.0,1.0,2.0,2.0
33,furniture_living_room,12,2018-08-21,1.995422026923491,0.0,1.0,2.0,2.0
33,furniture_living_room,13,2018-08-22,1.995422026923491,0.0,1.0,2.0,2.0
33,furniture_living_room,14,2018-08-23,1.995422026923491,2.0,1.0,2.0,2.0
33,furniture_living_room,15,2018-08-24,1.995422026923491,1.0,1.0,2.0,2.0
34,garden_tools,1,2018-08-13,7.094142354618336,8.0,7.0,8.0,7.0
34,garden_tools,2,2018-08-14,7.477908094962003,8.0,7.0,8.0,7.0
34,garden_tools,3,2018-08-15,7.650975313723075,6.0,7.0,8.0,8.0
34,garden_tools,4,2018-08-16,7.100392218223155,6.0,7.0,8.0,7.0
34,garden_tools,5,2018-08-17,5.834279975018129,8.0,5.0,6.0,6.0
34,garden_tools,6,2018-08-18,5.7599113863016305,5.0,5.0,6.0,6.0
34,garden_tools,7,2018-08-19,5.838284167328039,2.0,5.0,6.0,6.0
34,garden_tools,8,2018-08-20,7.080706827524656,4.0,7.0,8.0,7.0
34,garden_tools,9,2018-08-21,7.2620796231936,3.0,7.0,8.0,7.0
34,garden_tools,10,2018-08-22,7.535784689668052,6.0,7.0,8.0,8.0
34,garden_tools,11,2018-08-23,7.010055977959689,1.0,7.0,8.0,7.0
34,garden_tools,12,2018-08-24,5.805312783704517,0.0,5.0,6.0,6.0
34,garden_tools,13,2018-08-25,5.739474298801953,4.0,5.0,6.0,6.0
34,garden_tools,14,2018-08-26,5.8192985233962,0.0,5.0,6.0,6.0
34,garden_tools,15,2018-08-27,7.020190909690868,2.0,7.0,8.0,7.0
35,health_beauty,1,2018-08-15,39.649318422571994,28.0,39.0,40.0,40.0
35,health_beauty,2,2018-08-16,36.56819226161257,41.0,36.0,37.0,37.0
35,health_beauty,3,2018-08-17,33.19370726497254,43.0,33.0,34.0,33.0
35,health_beauty,4,2018-08-18,28.003683004134317,22.0,28.0,29.0,28.0
35,health_beauty,5,2018-08-19,30.61405486152702,36.0,30.0,31.0,31.0
35,health_beauty,6,2018-08-20,37.64378540213583,34.0,37.0,38.0,38.0
35,health_beauty,7,2018-08-21,38.62965498493476,32.0,38.0,39.0,39.0
35,health_beauty,8,2018-08-22,40.176775128865934,19.0,40.0,41.0,40.0
35,health_beauty,9,2018-08-23,37.120460802599695,21.0,37.0,38.0,37.0
35,health_beauty,10,2018-08-24,33.773150014199544,12.0,33.0,34.0,34.0
35,health_beauty,11,2018-08-25,28.624920219827906,15.0,28.0,29.0,29.0
35,health_beauty,12,2018-08-26,31.21427115447034,15.0,31.0,32.0,31.0
35,health_beauty,13,2018-08-27,38.18739235712952,6.0,38.0,39.0,38.0
35,health_beauty,14,2018-08-28,39.16532288393412,7.0,39.0,40.0,39.0
35,health_beauty,15,2018-08-29,40.69998430749606,7.0,40.0,41.0,41.0
36,home_appliances,1,2018-08-11,3.606756700894449,1.0,3.0,4.0,4.0
36,home_appliances,2,2018-08-12,3.606756700894449,0.0,3.0,4.0,4.0
36,home_appliances,3,2018-08-13,3.606756700894449,4.0,3.0,4.0,4.0
36,home_appliances,4,2018-08-14,3.606756700894449,5.0,3.0,4.0,4.0
36,home_appliances,5,2018-08-15,3.606756700894449,4.0,3.0,4.0,4.0
36,home_appliances,6,2018-08-16,3.606756700894449,2.0,3.0,4.0,4.0
36,home_appliances,7,2018-08-17,3.606756700894449,4.0,3.0,4.0,4.0
36,home_appliances,8,2018-08-18,3.606756700894449,2.0,3.0,4.0,4.0
36,home_appliances,9,2018-08-19,3.606756700894449,5.0,3.0,4.0,4.0
36,home_appliances,10,2018-08-20,3.606756700894449,0.0,3.0,4.0,4.0
36,home_appliances,11,2018-08-21,3.606756700894449,3.0,3.0,4.0,4.0
36,home_appliances,12,2018-08-22,3.606756700894449,1.0,3.0,4.0,4.0
36,home_appliances,13,2018-08-23,3.606756700894449,1.0,3.0,4.0,4.0
36,home_appliances,14,2018-08-24,3.606756700894449,3.0,3.0,4.0,4.0
36,home_appliances,15,2018-08-25,3.606756700894449,1.0,3.0,4.0,4.0
37,home_appliances_2,1,2018-08-09,1.0273363158432833,1.0,1.0,2.0,1.0
37,home_appliances_2,2,2018-08-10,0.7447761631425449,1.0,0.0,1.0,1.0
37,home_appliances_2,3,2018-08-11,1.4404531792835575,0.0,1.0,2.0,1.0
37,home_appliances_2,4,2018-08-12,0.7210506073598966,0.0,0.0,1.0,1.0
37,home_appliances_2,5,2018-08-13,0.5287769920673284,0.0,0.0,1.0,1.0
37,home_appliances_2,6,2018-08-14,0.3203446594769588,1.0,0.0,1.0,0.0
37,home_appliances_2,7,2018-08-15,0.8832881799391812,1.0,0.0,1.0,1.0
37,home_appliances_2,8,2018-08-16,0.9605012226982175,3.0,0.0,1.0,1.0
37,home_appliances_2,9,2018-08-17,0.8929648334580701,1.0,0.0,1.0,1.0
37,home_appliances_2,10,2018-08-18,1.0946300521214625,1.0,1.0,2.0,1.0
37,home_appliances_2,11,2018-08-19,0.8329442967540063,0.0,0.0,1.0,1.0
37,home_appliances_2,12,2018-08-20,0.645492045487067,0.0,0.0,1.0,1.0
37,home_appliances_2,13,2018-08-21,0.44529627051685206,0.0,0.0,1.0,0.0
37,home_appliances_2,14,2018-08-22,0.8111332820104797,0.0,0.0,1.0,1.0
37,home_appliances_2,15,2018-08-23,0.9144035349281388,1.0,0.0,1.0,1.0
38,home_confort,1,2018-08-10,0.7699704061106818,2.0,0.0,1.0,1.0
38,home_confort,2,2018-08-11,0.8433200369982513,1.0,0.0,1.0,1.0
38,home_confort,3,2018-08-12,0.8433200369982513,0.0,0.0,1.0,1.0
38,home_confort,4,2018-08-13,0.8433200369982513,1.0,0.0,1.0,1.0
38,home_confort,5,2018-08-14,0.8433200369982513,3.0,0.0,1.0,1.0
38,home_confort,6,2018-08-15,0.8433200369982513,0.0,0.0,1.0,1.0
38,home_confort,7,2018-08-16,0.8433200369982513,1.0,0.0,1.0,1.0
38,home_confort,8,2018-08-17,0.8433200369982513,0.0,0.0,1.0,1.0
38,home_confort,9,2018-08-18,0.8433200369982513,0.0,0.0,1.0,1.0
38,home_confort,10,2018-08-19,0.8433200369982513,0.0,0.0,1.0,1.0
38,home_confort,11,2018-08-20,0.8433200369982513,0.0,0.0,1.0,1.0
38,home_confort,12,2018-08-21,0.8433200369982513,0.0,0.0,1.0,1.0
38,home_confort,13,2018-08-22,0.8433200369982513,0.0,0.0,1.0,1.0
38,home_confort,14,2018-08-23,0.8433200369982513,0.0,0.0,1.0,1.0
38,home_confort,15,2018-08-24,0.8433200369982513,1.0,0.0,1.0,1.0
39,home_construction,1,2018-08-12,1.1733298956278067,-2.0,1.0,2.0,1.0
39,home_construction,2,2018-08-13,0.007269692377405535,5.0,0.0,1.0,0.0
39,home_construction,3,2018-08-14,-0.4870886808468258,-3.0,-1.0,-0.0,-0.0
39,home_construction,4,2018-08-15,0.20433743959475353,-2.0,0.0,1.0,0.0
39,home_construction,5,2018-08-16,-0.18927099696932226,0.0,-1.0,-0.0,-0.0
39,home_construction,6,2018-08-17,0.12249955445595187,1.0,0.0,1.0,0.0
39,home_construction,7,2018-08-18,-0.1829680220014939,-1.0,-1.0,-0.0,-0.0
39,home_construction,8,2018-08-19,0.15495655901695718,2.0,0.0,1.0,0.0
39,home_construction,9,2018-08-20,-0.09928341887498705,-2.0,-1.0,-0.0,-0.0
39,home_construction,10,2018-08-21,0.10613496361202972,0.0,0.0,1.0,0.0
39,home_construction,11,2018-08-22,-0.09408954812464722,1.0,-1.0,-0.0,-0.0
39,home_construction,12,2018-08-23,0.1010724165195078,0.0,0.0,1.0,0.0
39,home_construction,13,2018-08-24,-0.0891550042563145,-1.0,-1.0,-0.0,-0.0
39,home_construction,14,2018-08-25,0.09626263939674919,0.0,0.0,1.0,0.0
39,home_construction,15,2018-08-26,-0.0844668392327804,1.0,-1.0,-0.0,-0.0
40,housewares,1,2018-08-14,-2.843310344155088,5.0,-3.0,-2.0,-3.0
40,housewares,2,2018-08-15,-2.2386933561571083,-7.0,-3.0,-2.0,-2.0
40,housewares,3,2018-08-16,0.19465096171283838,3.0,0.0,1.0,0.0
40,housewares,4,2018-08-17,-1.9950721851481152,-5.0,-2.0,-1.0,-2.0
40,housewares,5,2018-08-18,-0.3033573914898574,-8.0,-1.0,-0.0,-0.0
40,housewares,6,2018-08-19,-0.47380969188879046,22.0,-1.0,-0.0,-0.0
40,housewares,7,2018-08-20,2.571698670060972,-20.0,2.0,3.0,3.0
40,housewares,8,2018-08-21,-0.44921733522260576,4.0,-1.0,-0.0,-0.0
40,housewares,9,2018-08-22,-0.3476340186595835,7.0,-1.0,-0.0,-0.0
40,housewares,10,2018-08-23,0.0635811474066228,-22.0,0.0,1.0,0.0
40,housewares,11,2018-08-24,-0.30757396320519065,11.0,-1.0,-0.0,-0.0
40,housewares,12,2018-08-25,-0.021702431648232837,-13.0,-1.0,-0.0,-0.0
40,housewares,13,2018-08-26,-0.05093831779949465,4.0,-1.0,-0.0,-0.0
40,housewares,14,2018-08-27,0.46419531186116525,4.0,0.0,1.0,0.0
40,housewares,15,2018-08-28,-0.04738064378584022,-3.0,-1.0,-0.0,-0.0
41,industry_commerce_and_business,1,2018-08-12,0.4252277845410732,0.0,0.0,1.0,0.0
41,industry_commerce_and_business,2,2018-08-13,0.0,0.0,0.0,0.0,0.0
41,industry_commerce_and_business,3,2018-08-14,0.0,0.0,0.0,0.0,0.0
41,industry_commerce_and_business,4,2018-08-15,0.0,0.0,0.0,0.0,0.0
41,industry_commerce_and_business,5,2018-08-16,0.0,2.0,0.0,0.0,0.0
41,industry_commerce_and_business,6,2018-08-17,0.0,-2.0,0.0,0.0,0.0
41,industry_commerce_and_business,7,2018-08-18,0.0,0.0,0.0,0.0,0.0
41,industry_commerce_and_business,8,2018-08-19,0.0,0.0,0.0,0.0,0.0
41,industry_commerce_and_business,9,2018-08-20,0.0,2.0,0.0,0.0,0.0
41,industry_commerce_and_business,10,2018-08-21,0.0,-1.0,0.0,0.0,0.0
41,industry_commerce_and_business,11,2018-08-22,0.0,-1.0,0.0,0.0,0.0
41,industry_commerce_and_business,12,2018-08-23,0.0,0.0,0.0,0.0,0.0
41,industry_commerce_and_business,13,2018-08-24,0.0,0.0,0.0,0.0,0.0
41,industry_commerce_and_business,14,2018-08-25,0.0,0.0,0.0,0.0,0.0
41,industry_commerce_and_business,15,2018-08-26,0.0,1.0,0.0,0.0,0.0
42,kitchen_dining_laundry_garden_furniture,1,2018-08-15,0.476804804366055,3.0,0.0,1.0,0.0
42,kitchen_dining_laundry_garden_furniture,2,2018-08-16,0.9532886193256118,0.0,0.0,1.0,1.0
42,kitchen_dining_laundry_garden_furniture,3,2018-08-17,0.6740170635139318,2.0,0.0,1.0,1.0
42,kitchen_dining_laundry_garden_furniture,4,2018-08-18,0.44943738066000244,0.0,0.0,1.0,0.0
42,kitchen_dining_laundry_garden_furniture,5,2018-08-19,0.6674958009652627,0.0,0.0,1.0,1.0
42,kitchen_dining_laundry_garden_furniture,6,2018-08-20,0.8014734130878598,0.0,0.0,1.0,1.0
42,kitchen_dining_laundry_garden_furniture,7,2018-08-21,0.9062179696147328,0.0,0.0,1.0,1.0
42,kitchen_dining_laundry_garden_furniture,8,2018-08-22,0.48130682297389693,0.0,0.0,1.0,0.0
42,kitchen_dining_laundry_garden_furniture,9,2018-08-23,1.0324749075029307,1.0,1.0,2.0,1.0
42,kitchen_dining_laundry_garden_furniture,10,2018-08-24,0.7341236429421119,1.0,0.0,1.0,1.0
42,kitchen_dining_laundry_garden_furniture,11,2018-08-25,0.5471682082639826,0.0,0.0,1.0,1.0
42,kitchen_dining_laundry_garden_furniture,12,2018-08-26,0.7505048562787143,1.0,0.0,1.0,1.0
42,kitchen_dining_laundry_garden_furniture,13,2018-08-27,0.7723326526772607,0.0,0.0,1.0,1.0
42,kitchen_dining_laundry_garden_furniture,14,2018-08-28,0.8611771301059165,0.0,0.0,1.0,1.0
42,kitchen_dining_laundry_garden_furniture,15,2018-08-29,0.5378096432107193,2.0,0.0,1.0,1.0
43,luggage_accessories,1,2018-08-13,2.61809684968681,1.0,2.0,3.0,3.0
43,luggage_accessories,2,2018-08-14,2.5908103751038047,3.0,2.0,3.0,3.0
43,luggage_accessories,3,2018-08-15,3.6834377348943788,6.0,3.0,4.0,4.0
43,luggage_accessories,4,2018-08-16,2.544194570800623,3.0,2.0,3.0,3.0
43,luggage_accessories,5,2018-08-17,1.779561328010768,5.0,1.0,2.0,2.0
43,luggage_accessories,6,2018-08-18,1.7617045302544976,1.0,1.0,2.0,2.0
43,luggage_accessories,7,2018-08-19,2.1180335289681294,1.0,2.0,3.0,2.0
43,luggage_accessories,8,2018-08-20,2.2186745454597885,3.0,2.0,3.0,2.0
43,luggage_accessories,9,2018-08-21,2.200601354054194,1.0,2.0,3.0,2.0
43,luggage_accessories,10,2018-08-22,2.39235716980894,1.0,2.0,3.0,2.0
43,luggage_accessories,11,2018-08-23,2.1697253846747766,3.0,2.0,3.0,2.0
43,luggage_accessories,12,2018-08-24,2.017901173663084,0.0,2.0,3.0,2.0
43,luggage_accessories,13,2018-08-25,2.006073726963866,0.0,2.0,3.0,2.0
43,luggage_accessories,14,2018-08-26,2.0647729353815727,1.0,2.0,3.0,2.0
43,luggage_accessories,15,2018-08-27,2.0766334990394437,1.0,2.0,3.0,2.0
44,market_place,1,2018-08-08,0.33555544351402217,0.0,0.0,1.0,0.0
44,market_place,2,2018-08-09,0.30394419235635545,0.0,0.0,1.0,0.0
44,market_place,3,2018-08-10,0.2305906497574855,0.0,0.0,1.0,0.0
44,market_place,4,2018-08-11,0.4052872306924885,0.0,0.0,1.0,0.0
44,market_place,5,2018-08-12,0.22420348477083255,2.0,0.0,1.0,0.0
44,market_place,6,2018-08-13,0.3879666426523233,1.0,0.0,1.0,0.0
44,market_place,7,2018-08-14,0.1962321528871742,1.0,0.0,1.0,0.0
44,market_place,8,2018-08-15,0.3357350000324757,0.0,0.0,1.0,0.0
44,market_place,9,2018-08-16,0.29169174958830246,1.0,0.0,1.0,0.0
44,market_place,10,2018-08-17,0.25320956250532606,0.0,0.0,1.0,0.0
44,market_place,11,2018-08-18,0.375796036063951,0.0,0.0,1.0,0.0
44,market_place,12,2018-08-19,0.24700099139486237,0.0,0.0,1.0,0.0
44,market_place,13,2018-08-20,0.3674990601297333,0.0,0.0,1.0,0.0
44,market_place,14,2018-08-21,0.21307725946973743,1.0,0.0,1.0,0.0
44,market_place,15,2018-08-22,0.3333013835809593,1.0,0.0,1.0,0.0
45,musical_instruments,1,2018-08-08,1.797182054053432,3.0,1.0,2.0,2.0
45,musical_instruments,2,2018-08-09,1.7998423287353258,1.0,1.0,2.0,2.0
45,musical_instruments,3,2018-08-10,1.8025026034172196,4.0,1.0,2.0,2.0
45,musical_instruments,4,2018-08-11,1.8051628780991134,0.0,1.0,2.0,2.0
45,musical_instruments,5,2018-08-12,1.8078231527810071,2.0,1.0,2.0,2.0
45,musical_instruments,6,2018-08-13,1.810483427462901,2.0,1.0,2.0,2.0
45,musical_instruments,7,2018-08-14,1.8131437021447947,1.0,1.0,2.0,2.0
45,musical_instruments,8,2018-08-15,1.8158039768266885,0.0,1.0,2.0,2.0
45,musical_instruments,9,2018-08-16,1.8184642515085823,0.0,1.0,2.0,2.0
45,musical_instruments,10,2018-08-17,1.821124526190476,1.0,1.0,2.0,2.0
45,musical_instruments,11,2018-08-18,1.8237848008723698,2.0,1.0,2.0,2.0
45,musical_instruments,12,2018-08-19,1.8264450755542636,2.0,1.0,2.0,2.0
45,musical_instruments,13,2018-08-20,1.8291053502361574,2.0,1.0,2.0,2.0
45,musical_instruments,14,2018-08-21,1.8317656249180512,1.0,1.0,2.0,2.0
45,musical_instruments,15,2018-08-22,1.834425899599945,2.0,1.0,2.0,2.0
46,office_furniture,1,2018-08-14,1.3987531837593563,0.0,1.0,2.0,1.0
46,office_furniture,2,2018-08-15,1.5336865804471227,4.0,1.0,2.0,2.0
46,office_furniture,3,2018-08-16,2.424488318654002,0.0,2.0,3.0,2.0
46,office_furniture,4,2018-08-17,2.4004951031547126,0.0,2.0,3.0,2.0
46,office_furniture,5,2018-08-18,2.5223930548423916,0.0,2.0,3.0,3.0
46,office_furniture,6,2018-08-19,2.5575330814469823,0.0,2.0,3.0,3.0
46,office_furniture,7,2018-08-20,2.276773222375916,0.0,2.0,3.0,2.0
46,office_furniture,8,2018-08-21,1.850870793828491,0.0,1.0,2.0,2.0
46,office_furniture,9,2018-08-22,1.9212895886993,0.0,1.0,2.0,2.0
46,office_furniture,10,2018-08-23,2.5377201336870283,1.0,2.0,3.0,3.0
46,office_furniture,11,2018-08-24,2.2518302711149274,0.0,2.0,3.0,2.0
46,office_furniture,12,2018-08-25,2.5613257509281344,0.0,2.0,3.0,3.0
46,office_furniture,13,2018-08-26,2.5319549751629653,0.0,2.0,3.0,3.0
46,office_furniture,14,2018-08-27,2.195091488511911,0.0,2.0,3.0,2.0
46,office_furniture,15,2018-08-28,2.1141547287260014,1.0,2.0,3.0,2.0
47,perfumery,1,2018-08-13,8.006323018096504,7.0,8.0,9.0,8.0
47,perfumery,2,2018-08-14,8.006323018096504,6.0,8.0,9.0,8.0
47,perfumery,3,2018-08-15,8.006323018096504,15.0,8.0,9.0,8.0
47,perfumery,4,2018-08-16,8.006323018096504,6.0,8.0,9.0,8.0
47,perfumery,5,2018-08-17,8.006323018096504,7.0,8.0,9.0,8.0
47,perfumery,6,2018-08-18,8.006323018096504,6.0,8.0,9.0,8.0
47,perfumery,7,2018-08-19,8.006323018096504,5.0,8.0,9.0,8.0
47,perfumery,8,2018-08-20,8.006323018096504,16.0,8.0,9.0,8.0
47,perfumery,9,2018-08-21,8.006323018096504,12.0,8.0,9.0,8.0
47,perfumery,10,2018-08-22,8.006323018096504,10.0,8.0,9.0,8.0
47,perfumery,11,2018-08-23,8.006323018096504,8.0,8.0,9.0,8.0
47,perfumery,12,2018-08-24,8.006323018096504,5.0,8.0,9.0,8.0
47,perfumery,13,2018-08-25,8.006323018096504,5.0,8.0,9.0,8.0
47,perfumery,14,2018-08-26,8.006323018096504,2.0,8.0,9.0,8.0
47,perfumery,15,2018-08-27,8.006323018096504,1.0,8.0,9.0,8.0
48,pet_shop,1,2018-08-12,8.20059222537979,11.0,8.0,9.0,8.0
48,pet_shop,2,2018-08-13,7.209637299218119,11.0,7.0,8.0,7.0
48,pet_shop,3,2018-08-14,7.212730995812507,8.0,7.0,8.0,7.0
48,pet_shop,4,2018-08-15,7.105225688878296,11.0,7.0,8.0,7.0
48,pet_shop,5,2018-08-16,6.482693346388337,11.0,6.0,7.0,6.0
48,pet_shop,6,2018-08-17,7.00010144224191,7.0,7.0,8.0,7.0
48,pet_shop,7,2018-08-18,7.793519081664542,5.0,7.0,8.0,8.0
48,pet_shop,8,2018-08-19,6.966938908888665,9.0,6.0,7.0,7.0
48,pet_shop,9,2018-08-20,6.878746648071998,7.0,6.0,7.0,7.0
48,pet_shop,10,2018-08-21,6.877596668113156,6.0,6.0,7.0,7.0
48,pet_shop,11,2018-08-22,6.886707363517796,11.0,6.0,7.0,7.0
48,pet_shop,12,2018-08-23,6.897027602811649,4.0,6.0,7.0,7.0
48,pet_shop,13,2018-08-24,6.907490424963657,1.0,6.0,7.0,7.0
48,pet_shop,14,2018-08-25,6.91797005499806,0.0,6.0,7.0,7.0
48,pet_shop,15,2018-08-26,6.928451666370992,1.0,6.0,7.0,7.0
49,signaling_and_security,1,2018-08-10,0.7181706068255105,1.0,0.0,1.0,1.0
49,signaling_and_security,2,2018-08-11,1.2017408773433338,0.0,1.0,2.0,1.0
49,signaling_and_security,3,2018-08-12,1.262908304737227,0.0,1.0,2.0,1.0
49,signaling_and_security,4,2018-08-13,0.5236917556468026,1.0,0.0,1.0,1.0
49,signaling_and_security,5,2018-08-14,0.9216222079340846,1.0,0.0,1.0,1.0
49,signaling_and_security,6,2018-08-15,0.7623187798792914,1.0,0.0,1.0,1.0
49,signaling_and_security,7,2018-08-16,0.952124408250761,0.0,0.0,1.0,1.0
49,signaling_and_security,8,2018-08-17,0.9437787534559964,1.0,0.0,1.0,1.0
49,signaling_and_security,9,2018-08-18,0.9497394071126493,0.0,0.0,1.0,1.0
49,signaling_and_security,10,2018-08-19,0.9796131405239143,1.0,0.0,1.0,1.0
49,signaling_and_security,11,2018-08-20,0.9575236643126576,0.0,0.0,1.0,1.0
49,signaling_and_security,12,2018-08-21,0.9381199875725554,1.0,0.0,1.0,1.0
49,signaling_and_security,13,2018-08-22,0.9631780471326861,0.0,0.0,1.0,1.0
49,signaling_and_security,14,2018-08-23,0.9173448752383092,0.0,0.0,1.0,1.0
49,signaling_and_security,15,2018-08-24,0.9516410107785289,2.0,0.0,1.0,1.0
50,small_appliances,1,2018-08-08,1.4227413030816902,0.0,1.0,2.0,1.0
50,small_appliances,2,2018-08-09,1.4227413030816902,0.0,1.0,2.0,1.0
50,small_appliances,3,2018-08-10,1.4227413030816902,2.0,1.0,2.0,1.0
50,small_appliances,4,2018-08-11,1.4227413030816902,2.0,1.0,2.0,1.0
50,small_appliances,5,2018-08-12,1.4227413030816902,3.0,1.0,2.0,1.0
50,small_appliances,6,2018-08-13,1.4227413030816902,0.0,1.0,2.0,1.0
50,small_appliances,7,2018-08-14,1.4227413030816902,0.0,1.0,2.0,1.0
50,small_appliances,8,2018-08-15,1.4227413030816902,2.0,1.0,2.0,1.0
50,small_appliances,9,2018-08-16,1.4227413030816902,0.0,1.0,2.0,1.0
50,small_appliances,10,2018-08-17,1.4227413030816902,2.0,1.0,2.0,1.0
50,small_appliances,11,2018-08-18,1.4227413030816902,2.0,1.0,2.0,1.0
50,small_appliances,12,2018-08-19,1.4227413030816902,0.0,1.0,2.0,1.0
50,small_appliances,13,2018-08-20,1.4227413030816902,1.0,1.0,2.0,1.0
50,small_appliances,14,2018-08-21,1.4227413030816902,1.0,1.0,2.0,1.0
50,small_appliances,15,2018-08-22,1.4227413030816902,1.0,1.0,2.0,1.0
51,small_appliances_home_oven_and_coffee,1,2018-08-09,-0.524258270058721,0.0,-1.0,-0.0,-1.0
51,small_appliances_home_oven_and_coffee,2,2018-08-10,-0.0042119047634034965,-1.0,-1.0,-0.0,-0.0
51,small_appliances_home_oven_and_coffee,3,2018-08-11,0.21044676938649481,0.0,0.0,1.0,0.0
51,small_appliances_home_oven_and_coffee,4,2018-08-12,-0.09946009059430601,0.0,-1.0,-0.0,-0.0
51,small_appliances_home_oven_and_coffee,5,2018-08-13,-0.12219961731385937,0.0,-1.0,-0.0,-0.0
51,small_appliances_home_oven_and_coffee,6,2018-08-14,0.0954232494652127,2.0,0.0,1.0,0.0
51,small_appliances_home_oven_and_coffee,7,2018-08-15,0.08033901516141771,0.0,0.0,1.0,0.0
51,small_appliances_home_oven_and_coffee,8,2018-08-16,-0.07916523933121733,-2.0,-1.0,-0.0,-0.0
51,small_appliances_home_oven_and_coffee,9,2018-08-17,0.0705976546656621,1.0,0.0,1.0,0.0
51,small_appliances_home_oven_and_coffee,10,2018-08-18,-0.1829727034364813,0.0,-1.0,-0.0,-0.0
51,small_appliances_home_oven_and_coffee,11,2018-08-19,0.08347507758577165,0.0,0.0,1.0,0.0
51,small_appliances_home_oven_and_coffee,12,2018-08-20,0.10099928088691948,1.0,0.0,1.0,0.0
51,small_appliances_home_oven_and_coffee,13,2018-08-21,-0.07896594257766634,-2.0,-1.0,-0.0,-0.0
51,small_appliances_home_oven_and_coffee,14,2018-08-22,-0.0665023354925847,1.0,-1.0,-0.0,-0.0
51,small_appliances_home_oven_and_coffee,15,2018-08-23,0.06552852233254393,0.0,0.0,1.0,0.0
52,sports_leisure,1,2018-08-15,-2.1976176325199064,-1.0,-3.0,-2.0,-2.0
52,sports_leisure,2,2018-08-16,-0.6871550652245247,13.0,-1.0,-0.0,-1.0
52,sports_leisure,3,2018-08-17,-1.8292216559671708,-18.0,-2.0,-1.0,-2.0
